apple_label,semi_major_axis,semi_minor_axis,xc,yc,theta,area,perimeter,eccentricity,volume
76g.jpg,525.04,494.2,866.8,1033.81,2.8,815171.0,3202.78,0.34,200
76h.jpg,526.36,494.17,981.91,1045.91,2.87,817167.38,3206.89,0.34,200
76i.jpg,493.26,462.83,914.11,1053.21,1.56,717207.22,3004.4,0.35,200
76j.jpg,527.74,486.11,920.65,1024.81,1.81,805932.48,3186.43,0.39,200
77a.jpg,487.25,478.76,862.79,1153.24,2.05,732861.37,3034.88,0.19,190
77b.jpg,496.27,478.3,827.2,1139.82,1.82,745709.76,3061.97,0.27,190
77c.jpg,505.21,472.65,920.82,1141.18,1.63,750178.12,3072.9,0.35,190
77d.jpg,486.48,468.14,916.73,1138.99,1.56,715471.61,2999.31,0.27,190
77e.jpg,513.85,466.66,937.29,1165.58,1.77,753332.63,3082.15,0.42,190
77f.jpg,497.15,474.22,981.68,1187.05,1.62,740657.59,3052.07,0.3,190
77g.jpg,495.5,469.46,947.86,1160.73,0.05,730788.51,3032.06,0.32,190
77h.jpg,513.3,489.63,913.5,1142.47,1.42,789572.59,3151.25,0.3,190
78a.jpg,501.43,460.1,682.73,1142.82,0.19,724790.25,3022.13,0.4,180
78b.jpg,492.1,479.96,770.71,1175.55,0.06,742008.68,3053.94,0.22,180
78c.jpg,488.72,457.17,795.06,1157.44,3.1,701923.12,2972.43,0.35,180
78d.jpg,484.91,471.26,689.63,1143.37,3.11,717906.74,3004.04,0.24,180
78e.jpg,479.94,477.6,821.57,1159.96,0.19,720102.02,3008.18,0.1,180
78f.jpg,491.61,462.61,757.27,1177.39,3.14,714477.24,2998.47,0.34,180
78f.jpg,491.61,462.61,757.27,1177.39,3.14,714477.24,2998.47,0.34,180
78g.jpg,474.65,451.21,918.92,1114.7,2.62,672826.65,2909.14,0.31,180
78h.jpg,489.18,466.62,943.05,1089.12,1.81,717105.46,3003.16,0.3,180
78i.jpg,489.26,467.09,941.63,1090.4,1.82,717951.0,3004.88,0.3,180
79a.jpg,507.68,491.31,1042.55,1327.66,0.06,783592.13,3138.61,0.25,200
79b.jpg,489.72,478.94,948.81,1363.19,2.77,736858.59,3043.25,0.21,200
79c.jpg,514.78,492.29,1010.92,1305.5,0.3,796146.49,3164.2,0.29,200
79d.jpg,506.98,487.81,971.48,1346.92,2.87,776947.41,3125.52,0.27,200
79e.jpg,511.41,482.84,1039.24,1319.76,2.55,775748.26,3124.17,0.33,200
79f.jpg,513.75,492.59,1056.24,1310.09,2.8,795037.12,3161.86,0.28,200
79g.jpg,521.45,487.31,1075.66,1301.21,0.57,798305.05,3170.03,0.36,200
79h.jpg,506.52,497.41,1021.51,1220.7,0.26,791516.79,3154.0,0.19,200
79i.jpg,502.57,483.67,979.15,844.63,3.11,763646.38,3098.64,0.27,200
79j.jpg,510.04,496.43,973.25,880.94,2.18,795447.71,3162.06,0.23,200
80a.jpg,535.24,495.2,1137.19,1389.29,0.16,832695.33,3238.47,0.38,200
80b.jpg,528.45,489.09,1182.94,1366.26,0.06,811974.27,3197.89,0.38,200
80c.jpg,529.2,495.85,1104.85,1408.44,2.76,824374.8,3221.16,0.35,200
80d.jpg,532.69,484.64,1164.56,1452.21,3.09,811044.94,3197.83,0.42,200
80e.jpg,548.64,487.28,1117.49,1447.69,0.25,839873.46,3257.29,0.46,200
80f.jpg,545.21,496.48,1143.89,1381.09,0.28,850377.65,3274.34,0.41,200
80g.jpg,492.12,478.42,1117.01,1466.1,0.83,739659.9,3049.2,0.23,200
80h.jpg,518.39,493.47,1145.71,1401.89,1.04,803645.78,3179.32,0.31,200
81a.jpg,449.82,440.32,870.13,1296.19,3.1,622244.17,2796.55,0.2,150
81b.jpg,455.53,440.03,916.78,1297.17,1.16,629722.64,2813.7,0.26,150
81c.jpg,469.37,423.42,937.63,1297.29,1.47,624352.36,2806.62,0.43,150
81d.jpg,449.07,424.23,981.37,1313.05,1.29,598493.88,2744.09,0.33,150
81e.jpg,441.6,432.49,956.56,1288.2,1.88,600000.97,2746.1,0.2,150
81f.jpg,460.45,433.79,1013.7,1293.52,1.81,627502.06,2809.97,0.34,150
81g.jpg,442.58,438.94,1078.59,1338.32,1.55,610306.06,2769.39,0.13,150
81h.jpg,453.24,435.01,1083.82,1316.01,1.46,619412.13,2790.82,0.28,150
81i.jpg,445.4,422.0,1124.81,1322.22,1.3,590492.99,2725.52,0.32,150
81j.jpg,445.05,428.11,1094.47,1349.86,1.94,598564.55,2743.36,0.27,150
81k.jpg,449.79,439.64,1120.65,1269.7,2.98,621227.13,2794.3,0.21,150
81l.jpg,459.68,441.41,1128.06,1314.33,1.66,637460.11,2831.17,0.28,150
82a.jpg,477.34,425.87,887.32,1151.44,0.09,638639.96,2839.83,0.45,145
82b.jpg,476.99,431.22,993.64,1177.86,0.0,646183.78,2855.03,0.43,145
82c.jpg,489.97,417.39,998.9,1227.15,3.11,642488.31,2855.13,0.52,145
82d.jpg,486.64,420.04,984.25,1270.67,0.17,642155.77,2852.24,0.5,145
82e.jpg,481.85,422.11,995.72,1252.62,0.19,638968.05,2842.95,0.48,145
82f.jpg,489.05,416.79,1030.98,1294.55,0.09,640349.78,2850.3,0.52,145
82g.jpg,479.17,417.35,1017.96,1282.58,0.26,628258.04,2819.84,0.49,145
82h.jpg,478.66,432.76,1051.06,1311.9,0.0,650766.98,2865.13,0.43,145
82i.jpg,435.72,410.65,973.89,1304.82,2.47,562114.3,2659.52,0.33,145
82j.jpg,445.34,425.42,906.49,1315.06,1.94,595194.17,2735.93,0.3,145
82k.jpg,445.44,425.6,907.26,1314.61,1.94,595590.67,2736.83,0.3,145
83a.jpg,456.27,421.41,1061.37,1255.38,2.39,604064.9,2758.42,0.38,130
83b.jpg,445.16,416.23,1082.61,1314.83,2.19,582105.23,2706.91,0.35,130
83c.jpg,508.89,422.38,1105.81,1315.71,2.66,675267.94,2931.99,0.56,130
83d.jpg,512.03,403.67,1098.82,1360.44,3.13,649338.39,2886.84,0.62,130
83e.jpg,520.06,425.34,1080.45,1342.88,0.39,694932.05,2977.53,0.58,130
83f.jpg,523.86,422.72,1145.7,1338.99,0.56,695685.32,2982.24,0.59,130
83g.jpg,480.48,412.19,1145.37,1312.28,0.23,622195.5,2808.52,0.51,130
83h.jpg,510.45,423.59,1061.1,1350.51,2.51,679275.36,2940.71,0.56,130
83i.jpg,508.55,424.78,1200.5,1355.93,2.66,678641.76,2938.03,0.55,130
83j.jpg,507.93,404.22,1152.81,1392.33,2.94,645017.05,2874.87,0.61,130
83k.jpg,445.17,415.34,1100.22,1373.96,0.97,580873.0,2704.19,0.36,130
83l.jpg,455.13,421.62,1141.0,1387.83,3.01,602839.37,2755.38,0.38,130
84a.jpg,496.39,466.12,1011.57,1305.84,2.57,726894.36,3024.56,0.34,170
84b.jpg,487.19,462.36,1012.68,1322.2,2.74,707668.86,2983.61,0.32,170
84c.jpg,486.11,472.48,1107.86,1328.37,2.4,721556.39,3011.66,0.24,170
84d.jpg,480.97,467.2,1072.63,1342.42,1.32,705951.3,2978.93,0.24,170
84e.jpg,504.24,461.72,1142.89,1315.34,0.83,731416.05,3036.12,0.4,170
84f.jpg,481.19,464.47,1110.85,1284.49,0.54,702130.93,2971.09,0.26,170
84g.jpg,487.91,476.57,1146.82,1266.65,2.64,730499.62,3030.12,0.21,170
84h.jpg,474.66,465.66,1085.95,1276.5,0.06,694378.07,2954.15,0.19,170
84i.jpg,482.5,468.3,1017.55,1251.34,0.82,709851.77,2987.18,0.24,170
85a.jpg,432.19,390.69,901.41,1333.85,1.76,530470.13,2586.81,0.43,125
85b.jpg,444.31,393.38,948.61,1342.04,1.72,549096.75,2634.11,0.46,125
85c.jpg,423.36,401.85,934.91,1317.13,1.47,534459.68,2592.89,0.31,125
85d.jpg,435.78,398.56,936.37,1329.1,1.3,545647.03,2622.46,0.4,125
85e.jpg,437.31,398.8,990.12,1338.11,1.54,547890.95,2628.11,0.41,125
85f.jpg,417.9,396.98,1005.44,1335.52,1.71,521178.97,2560.43,0.31,125
85g.jpg,434.1,389.69,997.0,1380.21,1.76,531441.57,2589.88,0.44,125
85h.jpg,428.95,417.27,1024.4,1309.92,0.7,562302.32,2658.59,0.23,125
85i.jpg,433.25,422.5,1026.57,1316.02,0.29,575067.83,2688.54,0.22,125
86a.jpg,417.05,363.68,972.99,1165.42,0.19,476484.35,2455.58,0.49,90
86b.jpg,417.0,363.33,969.16,1167.49,0.19,475976.86,2454.37,0.49,90
86c.jpg,417.01,363.92,976.55,1164.52,0.19,476762.6,2456.2,0.49,90
86d.jpg,409.07,369.92,929.15,1200.95,3.08,475397.24,2448.82,0.43,90
86e.jpg,408.77,375.82,955.0,1190.56,3.1,482622.74,2465.95,0.39,90
86f.jpg,403.8,374.27,967.31,1225.92,3.05,474781.91,2445.24,0.38,90
86g.jpg,409.91,376.88,933.17,1241.6,0.21,485327.7,2472.84,0.39,90
86h.jpg,414.0,366.65,892.47,1246.05,0.06,476861.79,2454.71,0.46,90
86i.jpg,409.55,373.0,868.23,1200.65,3.13,479915.5,2459.79,0.41,90
86j.jpg,382.05,371.47,950.73,1366.83,0.24,445852.75,2367.36,0.23,90
86k.jpg,366.7,355.6,945.21,1331.69,0.77,409666.42,2269.33,0.24,90
87a.jpg,482.4,452.09,1088.46,1159.52,2.96,685144.9,2936.56,0.35,160
87b.jpg,453.96,421.6,958.43,1206.37,2.24,601265.19,2751.59,0.37,160
87c.jpg,488.67,440.87,878.09,1177.64,2.93,676831.58,2922.18,0.43,160
87d.jpg,494.05,463.69,931.15,1165.86,2.97,719699.08,3009.59,0.35,160
87e.jpg,496.73,450.57,998.69,1206.22,0.05,703124.63,2977.8,0.42,160
87f.jpg,482.95,431.94,897.77,1199.33,0.28,655354.13,2876.45,0.45,160
87g.jpg,482.88,463.1,947.22,1189.83,1.04,702522.83,2972.2,0.28,160
87h.jpg,471.38,460.65,1016.31,1157.23,3.06,682170.7,2928.16,0.21,160
87i.jpg,485.47,445.58,905.51,1165.92,2.92,679566.37,2926.3,0.4,160
87j.jpg,462.15,427.13,976.31,1163.25,1.4,620141.79,2794.83,0.38,160
87k.jpg,477.37,451.87,854.08,1214.31,2.86,677665.96,2919.83,0.32,160
88a.jpg,474.81,454.57,879.9,1237.08,2.55,678062.02,2920.08,0.29,155
88b.jpg,452.84,433.08,993.93,1206.3,1.99,616115.63,2783.54,0.29,155
88c.jpg,497.81,448.55,898.26,1233.43,0.29,701492.38,2975.09,0.43,155
88d.jpg,494.44,457.04,968.91,1213.84,0.19,709933.84,2990.32,0.38,155
88e.jpg,499.52,443.91,1001.57,1183.69,0.19,696617.82,2966.44,0.46,155
88f.jpg,500.48,434.4,944.81,1169.4,0.18,683007.57,2940.68,0.5,155
88g.jpg,496.67,453.93,1023.55,1180.28,3.07,708284.64,2987.91,0.41,155
88h.jpg,508.52,442.2,1006.07,1186.75,2.99,706445.3,2990.42,0.49,155
88i.jpg,506.4,441.31,988.44,1219.76,0.02,702084.01,2980.83,0.49,155
88j.jpg,501.41,453.39,923.62,1200.38,0.15,714185.63,3001.48,0.43,155
88k.jpg,453.08,434.77,951.48,1239.88,3.12,618854.89,2789.57,0.28,155
88l.jpg,475.74,455.03,985.89,1163.63,1.34,680074.4,2924.45,0.29,155
89a.jpg,495.49,481.68,769.45,1386.91,2.82,749793.81,3070.02,0.23,180
89b.jpg,504.05,480.49,828.37,1409.89,2.64,760865.1,3093.47,0.3,180
89c.jpg,510.09,469.37,822.23,1455.23,2.84,752176.6,3078.42,0.39,180
89d.jpg,517.61,477.41,789.36,1444.8,0.08,776326.02,3127.22,0.39,180
89e.jpg,516.74,476.23,817.5,1435.01,0.4,773106.98,3120.81,0.39,180
89f.jpg,511.08,482.34,918.1,1428.51,0.48,774456.71,3121.59,0.33,180
89g.jpg,493.63,479.41,938.62,1471.48,0.27,743458.26,3057.05,0.24,180
89h.jpg,475.59,466.66,967.27,1203.91,2.05,697237.82,2960.22,0.19,180
89i.jpg,487.05,483.65,944.3,1194.55,0.66,740050.44,3049.58,0.12,180
90a.jpg,432.65,419.72,812.44,1477.86,0.44,570491.7,2677.96,0.24,140
90b.jpg,433.3,420.08,802.12,1466.76,0.54,571832.09,2681.13,0.25,140
90c.jpg,453.85,425.52,820.6,1452.07,1.77,606719.01,2763.36,0.35,140
90d.jpg,448.62,427.36,860.9,1453.89,1.94,602302.32,2752.35,0.3,140
90e.jpg,433.53,423.4,881.16,1459.49,0.06,576670.64,2692.24,0.21,140
90f.jpg,444.92,432.3,870.57,1466.39,1.03,604260.19,2756.03,0.24,140
90g.jpg,449.85,430.67,952.7,1463.0,1.76,608640.93,2766.56,0.29,140
90h.jpg,443.02,415.35,873.58,1417.29,2.96,578083.42,2697.36,0.35,140
90i.jpg,452.41,421.26,899.28,1422.9,1.71,598733.15,2745.59,0.36,140
91a.jpg,511.21,494.73,1204.24,1537.63,1.4,794534.71,3160.45,0.25,175
91b.jpg,499.1,465.88,1179.57,1534.03,3.14,730490.69,3032.48,0.36,175
91c.jpg,498.87,488.58,1075.22,1509.15,1.63,765729.22,3102.26,0.2,175
91d.jpg,504.6,486.03,1127.64,1536.39,2.02,770484.41,3112.44,0.27,175
91e.jpg,518.91,465.99,1191.83,1570.54,2.86,759656.01,3096.38,0.44,175
91f.jpg,511.04,478.01,1090.32,1559.3,0.14,767438.27,3108.06,0.35,175
91g.jpg,514.96,490.54,1026.25,1539.54,1.06,793584.16,3159.32,0.3,175
91h.jpg,508.86,448.88,921.22,1467.87,3.1,717594.19,3011.78,0.47,175
91i.jpg,510.47,459.29,915.02,1457.13,0.01,736562.26,3048.72,0.44,175
92a.jpg,469.41,418.86,964.9,1485.16,2.89,617702.92,2792.87,0.45,125
92b.jpg,464.84,417.51,939.42,1492.7,0.11,609707.19,2773.98,0.44,125
92c.jpg,459.26,429.43,892.43,1499.17,0.4,619588.18,2792.7,0.35,125
92d.jpg,460.04,429.77,1004.91,1514.3,0.26,621120.01,2796.21,0.36,125
92e.jpg,464.3,420.77,1031.1,1551.3,0.11,613758.88,2782.23,0.42,125
92f.jpg,455.47,434.04,1055.26,1553.38,2.99,621060.49,2794.87,0.3,125
92g.jpg,463.86,429.58,1080.58,1566.66,2.67,626005.18,2807.85,0.38,125
92h.jpg,441.84,407.72,1083.21,1545.0,0.15,565949.19,2670.05,0.39,125
92i.jpg,448.89,427.18,1074.59,1531.44,1.52,602421.61,2752.68,0.31,125
93a.jpg,515.06,466.85,864.92,1503.49,1.15,755413.52,3086.62,0.42,190
93b.jpg,516.26,467.86,877.37,1509.57,1.64,758803.74,3093.56,0.42,190
93c.jpg,512.31,464.28,827.81,1496.93,2.1,747238.65,3069.89,0.42,190
93d.jpg,506.69,478.16,865.47,1532.81,1.92,761142.07,3094.65,0.33,190
93e.jpg,514.92,485.91,850.88,1538.21,1.68,786042.17,3144.86,0.33,190
93f.jpg,505.05,486.91,912.95,1521.36,0.98,772557.15,3116.59,0.27,190
93g.jpg,521.19,478.93,869.1,1443.22,1.06,784173.61,3143.35,0.39,190
93h.jpg,513.87,502.72,971.96,1493.07,0.64,811570.99,3193.8,0.21,190
93i.jpg,507.04,482.52,971.39,1483.36,0.97,768605.69,3109.26,0.31,190
94a.jpg,505.07,460.95,1059.25,1311.11,1.09,731410.66,3036.44,0.41,160
94b.jpg,492.1,454.61,1055.62,1264.11,0.49,702815.79,2975.34,0.38,160
94c.jpg,492.5,458.3,1011.37,1245.85,0.04,709088.83,2987.97,0.37,160
94d.jpg,496.2,472.56,1000.15,1247.19,2.65,736646.63,3043.89,0.3,160
94e.jpg,499.03,467.92,1033.86,1290.38,2.65,733592.07,3038.57,0.35,160
94f.jpg,494.7,453.32,1051.33,1346.48,2.84,704530.4,2979.72,0.4,160
94g.jpg,493.9,473.77,946.82,1343.02,0.66,735113.17,3040.35,0.28,160
94h.jpg,501.53,465.05,1014.25,1370.03,0.88,732746.63,3037.71,0.37,160
94i.jpg,485.16,447.1,1006.03,1400.21,2.24,681458.95,2930.0,0.39,160
94j.jpg,502.13,465.44,999.63,1324.34,2.11,734225.0,3040.8,0.38,160
95a.jpg,490.57,393.08,982.4,1304.95,0.07,605796.05,2784.51,0.6,125
95b.jpg,493.74,372.59,930.58,1285.54,0.02,577939.86,2734.99,0.66,125
95c.jpg,497.48,394.04,937.11,1291.63,3.06,615838.97,2810.23,0.61,125
95d.jpg,488.7,384.95,963.53,1280.75,3.08,591017.87,2754.35,0.62,125
95e.jpg,493.52,394.12,930.89,1263.96,0.18,611066.44,2797.37,0.6,125
95f.jpg,492.62,390.8,1000.45,1292.51,3.12,604798.19,2784.55,0.61,125
95g.jpg,409.47,384.26,983.77,1300.33,1.43,494313.7,2494.22,0.35,125
95h.jpg,418.83,398.2,1029.17,1254.67,0.31,523941.43,2567.17,0.31,125
96a.jpg,460.46,423.68,851.21,1909.2,0.4,612882.55,2778.8,0.39,130
96b.jpg,454.53,418.38,845.72,1892.5,0.14,597433.78,2743.52,0.39,130
96c.jpg,461.77,418.14,922.78,1448.03,2.92,606592.2,2766.02,0.42,130
96d.jpg,475.04,414.4,925.28,1459.98,2.62,618441.59,2797.51,0.49,130
96e.jpg,456.18,419.35,972.39,1484.02,2.99,600981.67,2751.77,0.39,130
96f.jpg,465.59,414.54,927.26,1498.55,0.16,606335.82,2767.31,0.46,130
96g.jpg,476.36,414.41,992.32,1506.97,0.56,620177.64,2801.83,0.49,130
96h.jpg,462.15,415.27,973.9,1529.38,0.13,602929.63,2758.47,0.44,130
96i.jpg,444.23,421.96,1018.1,1601.99,3.08,588879.59,2721.66,0.31,130
96j.jpg,437.15,430.62,973.17,1503.43,0.49,591393.09,2726.22,0.17,130
97a.jpg,408.96,392.79,1056.25,1468.05,0.37,504646.24,2519.02,0.28,100
97b.jpg,406.81,386.37,1050.47,1487.79,2.85,493791.91,2492.26,0.31,100
97c.jpg,408.08,392.46,1040.89,1506.9,2.83,503140.35,2515.21,0.27,100
97d.jpg,417.88,388.78,1084.5,1525.07,0.08,510397.09,2535.03,0.37,100
97e.jpg,411.72,384.01,1066.2,1547.35,0.3,496697.47,2500.61,0.36,100
97f.jpg,412.88,401.7,1113.86,1494.35,0.25,521043.01,2559.19,0.23,100
97g.jpg,401.27,391.24,1088.11,1543.05,1.82,493211.2,2489.85,0.22,100
97h.jpg,392.26,382.58,1084.37,1529.12,2.22,471453.32,2434.31,0.22,100
98a.jpg,504.55,472.15,1077.63,1715.88,0.54,748412.26,3069.26,0.35,175
98b.jpg,507.79,484.44,1042.59,1736.29,0.47,772808.99,3117.61,0.3,175
98c.jpg,503.11,482.46,957.19,1500.13,0.66,762550.51,3096.58,0.28,175
98d.jpg,497.24,488.19,986.92,1497.77,1.84,762625.98,3095.91,0.19,175
98e.jpg,505.28,464.16,991.21,1498.34,2.67,736799.18,3046.95,0.4,175
98f.jpg,492.89,490.93,969.95,1535.87,0.81,760183.99,3090.76,0.09,175
98g.jpg,497.21,487.43,1013.16,1517.82,2.45,761378.32,3093.41,0.2,175
98h.jpg,497.42,471.37,1015.11,1528.05,0.38,736599.49,3044.08,0.32,175
98i.jpg,493.67,466.92,1055.78,1518.62,1.2,724146.82,3018.36,0.32,175
98j.jpg,509.52,489.88,1112.66,1413.66,0.05,784144.56,3139.99,0.27,175
99a.jpg,458.69,428.37,984.58,1602.55,1.98,617290.68,2787.6,0.36,150
99b.jpg,460.59,424.58,869.76,1539.89,2.13,614360.12,2781.99,0.39,150
99c.jpg,461.39,439.97,895.31,1524.59,2.13,637739.0,2832.11,0.3,150
99d.jpg,465.57,442.03,955.86,1550.97,1.64,646530.7,2851.8,0.31,150
99e.jpg,454.66,441.36,971.98,1557.09,1.26,630430.63,2815.11,0.24,150
99f.jpg,464.18,436.01,985.15,1548.79,1.22,635810.3,2828.71,0.34,150
99g.jpg,471.02,426.32,990.06,1526.66,1.38,630848.07,2820.82,0.43,150
99h.jpg,456.49,431.64,1034.82,1550.9,1.7,619012.02,2790.68,0.33,150
99i.jpg,458.75,441.27,1034.14,1533.5,0.03,635953.62,2827.75,0.27,150
99j.jpg,466.04,454.05,1015.19,1529.93,1.84,664788.12,2890.69,0.23,150
99k.jpg,466.66,454.44,1015.12,1530.31,1.85,666230.67,2893.84,0.23,150
100a.jpg,386.42,378.35,1073.89,1569.78,1.87,459313.24,2402.68,0.2,100
100b.jpg,395.39,384.2,1089.13,1579.19,0.75,477232.66,2449.27,0.24,100
100c.jpg,401.6,381.16,826.55,1605.5,0.79,480892.73,2459.52,0.31,100
100d.jpg,397.39,383.47,848.24,1567.05,1.06,478735.08,2453.33,0.26,100
100e.jpg,393.12,382.97,846.11,1583.91,2.4,472978.16,2438.27,0.23,100
100f.jpg,403.05,377.09,865.01,1573.95,1.95,477468.51,2451.54,0.35,100
100g.jpg,395.75,380.99,934.53,1548.92,1.84,473676.83,2440.41,0.27,100
100h.jpg,385.67,381.46,954.16,1578.36,1.62,462185.89,2410.03,0.15,100
100i.jpg,399.44,393.45,889.17,1588.39,1.79,493732.13,2490.97,0.17,100
100j.jpg,401.1,392.23,958.94,1558.99,2.51,494248.31,2492.4,0.21,100